,0
80286,36971
80287,-1084
80288,-78298
80289,2738
80290,-96173
80291,-13089
80292,-83415
80293,-97370
80294,-79978
80295,40789
80296,-88812
80297,13879
80298,-41821
80299,48698
80300,468
80301,32830
80302,-84866
80303,-48972
80304,-23341
80305,-40003
80306,64974
80307,75078
80308,41750
80309,-1920
80310,31217
80311,-73057
80312,24763
80313,7685
80314,-24558
80315,-6704
80316,44580
80317,-5467
80318,-21229
80319,-25449
80320,34875
80321,20688
80322,-85589
80323,-23755
80324,37922
80325,41741
80326,-87907
80327,26705
80328,89068
80329,61139
80330,35504
80331,-16100
80332,79897
80333,-95067
80334,-29860
80335,-90597
80336,11796
80337,31807
80338,-91008
80339,-58288
80340,-61216
80341,17241
80342,4119
80343,-31027
80344,12676
80345,-76792
80346,-71602
80347,36154
80348,-17731
80349,-96320
80350,-3045
80351,33459
80352,81680
80353,14632
80354,4836
80355,-4591
80356,22720
80357,7926
80358,76688
80359,28345
80360,55690
80361,76747
80362,-91434
80363,67301
80364,-28024
80365,-27327
80366,28834
80367,72342
80368,-46808
80369,-5010
80370,95683
80371,61110
80372,-95822
80373,32286
80374,12821
80375,18818
80376,33585
80377,-2506
80378,-83428
80379,51894
80380,92955
80381,-13425
80382,-96299
80383,58168
80384,-88063
80385,-90593
80386,-12195
80387,-79794
80388,-79445
80389,73731
80390,-69041
80391,-19336
80392,-5364
80393,-43510
80394,-67378
80395,18624
80396,-18241
80397,-57189
80398,60279
80399,-8903
80400,90483
80401,-86302
80402,-32707
80403,20674
80404,-80232
80405,-40919
80406,534
80407,7669
80408,-16477
80409,-555
80410,20306
80411,67162
80412,-74318
80413,-70208
80414,39013
80415,80344
80416,-1378
80417,-26970
80418,-67452
80419,-70595
80420,60888
80421,-23660
80422,-90606
80423,-25789
80424,40984
80425,-90265
80426,87761
80427,-44587
80428,14269
80429,303
80430,42660
80431,-29077
80432,50062
80433,-6369
80434,-2555
80435,91143
80436,6927
80437,-24046
80438,46366
80439,-41785
80440,-49674
80441,-13065
80442,63948
80443,-64344
80444,52346
80445,-64392
80446,-51565
80447,-47
80448,-77043
80449,-15056
80450,-78766
80451,-75142
80452,14290
80453,-42010
80454,-3476
80455,-91358
80456,89414
80457,-40425
80458,44324
80459,56875
80460,30152
80461,-46097
80462,-58370
80463,40263
80464,-44188
80465,37908
80466,-68948
80467,-99093
80468,53817
80469,-71217
80470,-76409
80471,-32686
80472,12090
80473,72534
80474,-72743
80475,-27423
80476,67708
80477,-78877
80478,-47473
80479,-32358
80480,-34935
80481,-35324
80482,-89863
80483,469
80484,-26332
80485,-69544
80486,17243
80487,84601
80488,35566
80489,58059
80490,3604
80491,-73134
80492,-42911
80493,1402
80494,21875
80495,82259
80496,76861
80497,-41095
80498,97630
80499,41772
80500,94244
80501,-86086
80502,-88306
80503,32502
80504,-2429
80505,-7309
80506,-36228
80507,-9908
80508,34160
80509,86971
80510,53113
80511,-76091
80512,-30187
80513,-97964
80514,34855
80515,34268
80516,85759
80517,-67102
80518,-33397
80519,99124
80520,-245
80521,35749
80522,7193
80523,-12206
80524,-80140
80525,-79139
80526,82369
80527,-49210
80528,71417
80529,54676
80530,83355
80531,27109
80532,38269
80533,-2736
80534,-61850
80535,-2621
80536,51779
80537,37322
80538,20698
80539,91082
80540,-92062
80541,-75603
80542,-82405
80543,-61254
80544,3757
80545,44234
80546,90009
80547,16959
80548,-81394
80549,-18071
80550,87665
80551,75413
80552,45815
80553,14768
80554,-53090
80555,84909
80556,-23526
80557,-55146
80558,92873
80559,58593
80560,-91718
80561,-1811
80562,20871
80563,83257
80564,-69563
80565,6220
80566,41189
80567,-76765
80568,41402
80569,32424
80570,-16837
80571,-46042
80572,-75120
80573,53802
80574,-90952
80575,-27931
80576,49356
80577,-13559
80578,-44667
80579,-57299
80580,41363
80581,-92839
80582,33893
80583,-33239
80584,46214
80585,89912
80586,-98140
80587,-40639
80588,-76074
80589,48819
80590,-1657
80591,-64447
80592,18355
80593,64920
80594,1274
80595,50817
80596,-50598
80597,-12460
80598,-12067
80599,-83465
80600,-78196
80601,78005
80602,-51243
80603,-20973
80604,50136
80605,-15803
80606,50053
80607,-45290
80608,80780
80609,82102
80610,-16110
80611,24326
80612,84507
80613,93768
80614,-19061
80615,54010
80616,-2482
80617,-67979
80618,62887
80619,59654
80620,18010
80621,-14184
80622,-46727
80623,41760
80624,91088
80625,-20334
80626,-87030
80627,90628
80628,-96718
80629,559
80630,-73333
80631,-1566
80632,49283
80633,82054
80634,-91194
80635,73145
80636,-62138
80637,-30691
80638,52259
80639,58357
80640,-81185
80641,83918
80642,92323
80643,-23060
80644,-38408
80645,-6179
80646,5256
80647,-87834
80648,-63866
80649,19372
80650,-38852
80651,-19601
80652,-36221
80653,-17646
80654,-44545
80655,-86638
80656,-73465
80657,-55532
80658,19003
80659,84535
80660,4803
80661,80636
80662,59602
80663,-47553
80664,95578
80665,-19085
80666,3512
80667,-46434
80668,48404
80669,-92492
80670,-16956
80671,31715
80672,-30231
80673,58045
80674,42703
80675,-6819
80676,35643
80677,23590
80678,21085
80679,-23298
80680,21478
80681,-14184
80682,-21075
80683,-12159
80684,-77113
80685,7737
80686,75619
80687,-62345
80688,-91253
80689,-56270
80690,-34979
80691,-89397
80692,-25088
80693,24097
80694,37686
80695,26638
80696,-23561
80697,-53936
80698,32489
80699,60976
80700,66473
80701,-76434
80702,-8221
80703,2310
80704,87520
80705,-52055
80706,23553
80707,24891
80708,98719
80709,13881
80710,15545
80711,36390
80712,74909
80713,8421
80714,-8303
80715,-60123
80716,16313
80717,11642
80718,77432
80719,-64099
80720,-76723
80721,96215
80722,-1263
80723,-25702
80724,-649
80725,-37708
80726,-41349
80727,1606
80728,93460
80729,5127
80730,82672
80731,-69978
80732,-52680
80733,78309
80734,-65381
80735,37125
80736,-18334
80737,-19429
80738,-66195
80739,-99955
80740,-88498
80741,-5636
80742,-38423
80743,75668
80744,-35430
80745,14844
80746,96549
80747,27170
80748,-63244
80749,6516
80750,83307
80751,57866
80752,-13276
80753,-25983
80754,-80004
80755,323
80756,-72538
80757,-75046
80758,-96665
80759,-57966
80760,40230
80761,39950
80762,8767
80763,-92029
80764,-83175
80765,60345
80766,-49082
80767,-90711
80768,-22990
80769,85288
80770,17042
80771,-49652
80772,-22206
80773,-85195
80774,-95106
80775,10025
80776,39459
80777,-71648
80778,67544
80779,85736
80780,66824
80781,-37448
80782,-72437
80783,-34601
80784,-34652
80785,-85454
80786,-90445
80787,-53422
80788,58141
80789,-21938
80790,7506
80791,-27177
80792,74198
80793,-19175
80794,-40483
80795,28632
80796,-73501
80797,6894
80798,-23852
80799,90678
80800,76012
80801,86295
80802,13366
80803,-23386
80804,36302
80805,-44358
80806,-25926
80807,-98015
80808,-29712
80809,-10418
80810,72452
80811,-16313
80812,1735
80813,-88758
80814,13892
80815,85792
80816,71102
80817,-34278
80818,8724
80819,-9192
80820,19745
80821,39347
80822,-22534
80823,55553
80824,68319
80825,-97135
80826,-44490
80827,-28136
80828,-32537
80829,-59096
80830,6728
80831,-94685
80832,-99892
80833,4564
80834,-81635
80835,82459
80836,-38647
80837,98681
80838,-58159
80839,-82085
80840,69629
80841,-91952
80842,-33262
80843,2109
80844,66508
80845,-5294
80846,84596
80847,-28420
80848,2514
80849,-17781
80850,69863
80851,73230
80852,53487
80853,59836
80854,-63018
80855,-30105
80856,-38712
80857,-6544
80858,39834
80859,-18804
80860,55486
80861,76283
80862,-39554
80863,-79985
80864,-31278
80865,24873
80866,35709
80867,-76060
80868,-96461
80869,8302
80870,-51174
80871,52509
80872,56438
80873,-26052
80874,-68830
80875,-11426
80876,-75252
80877,-15290
80878,-1773
80879,-45931
80880,-32492
80881,93294
80882,86365
80883,34505
80884,90326
80885,-94033
80886,-92426
80887,-95505
80888,57959
80889,64412
80890,-71976
80891,-83721
80892,85667
80893,-86017
80894,-65085
80895,-27339
80896,-91187
80897,-61875
80898,-48411
80899,-62226
80900,-60592
80901,-4085
80902,-69744
80903,-38081
80904,78876
80905,-86066
80906,18127
80907,1391
80908,-97848
80909,-30677
80910,42333
80911,70437
80912,-78949
80913,-47392
80914,20022
80915,-14444
80916,-42712
80917,79386
80918,47754
80919,90790
80920,53646
80921,-20516
80922,71104
80923,26198
80924,-62280
80925,70417
80926,-14609
80927,-16257
80928,-63021
80929,89466
80930,-52060
80931,94110
80932,-99123
80933,-85084
80934,95798
80935,-59786
80936,-6110
80937,27719
80938,3606
80939,85129
80940,-93495
80941,72950
80942,-40544
80943,-26905
80944,-71257
80945,-29202
80946,20728
80947,35951
80948,-79112
80949,22078
80950,-47396
80951,-93497
80952,26329
80953,-27391
80954,-34305
80955,-2619
80956,-58542
80957,2569
80958,92554
80959,47526
80960,-54559
80961,-71744
80962,49601
80963,33223
80964,-79851
80965,13768
80966,55324
80967,71648
80968,87416
80969,28165
80970,-35006
80971,17412
80972,-71260
80973,-25430
80974,-84349
80975,-15371
80976,-29237
80977,60202
80978,-54789
80979,62910
80980,82419
80981,-94414
80982,69521
80983,-96986
80984,86173
80985,-11879
80986,27663
80987,23352
80988,27278
80989,-24016
80990,-96938
80991,-42789
80992,-70864
80993,10886
80994,-64581
80995,-76562
80996,93163
80997,-50388
80998,49974
80999,-1239
81000,57272
81001,490
81002,-21362
81003,-91258
81004,-16704
81005,84721
81006,34879
81007,-51388
81008,89381
81009,72332
81010,-93151
81011,90668
81012,-83042
81013,72610
81014,-68028
81015,28673
81016,30038
81017,59907
81018,-1256
81019,65153
81020,32941
81021,25747
81022,-21474
81023,-26129
81024,-99799
81025,-72437
81026,-58675
81027,-30164
81028,80323
81029,83021
81030,96999
81031,-54431
81032,33384
81033,73188
81034,97627
81035,40590
81036,-90815
81037,62834
81038,-30417
81039,20683
81040,41575
81041,78407
81042,19567
81043,-52246
81044,-71865
81045,23103
81046,-61276
81047,50586
81048,-96642
81049,-52202
81050,49891
81051,28819
81052,-56356
81053,74289
81054,-31649
81055,51639
81056,-67786
81057,78128
81058,-25248
81059,-89717
81060,-7906
81061,15462
81062,30630
81063,-12138
81064,-53028
81065,-65827
81066,-22122
81067,-30624
81068,-71047
81069,10482
81070,29151
81071,-50052
81072,-52074
81073,-40202
81074,-83561
81075,65072
81076,-89085
81077,93089
81078,-13308
81079,-64374
81080,14814
81081,12708
81082,61395
81083,-25819
81084,-84743
81085,7028
81086,78721
81087,47480
81088,-32872
81089,-56025
81090,-92221
81091,42122
81092,-8853
81093,-80413
81094,-19696
81095,-87308
81096,-87985
81097,93722
81098,54836
81099,-88629
81100,-31314
81101,64289
81102,-78273
81103,20925
81104,-88612
81105,-3623
81106,-66593
81107,-86278
81108,91572
81109,-68736
81110,39917
81111,-48050
81112,-98561
81113,-14653
81114,-78426
81115,54690
81116,-42084
81117,-92604
81118,4747
81119,-66538
81120,-96067
81121,85442
81122,20313
81123,42354
81124,97008
81125,498
81126,-72344
81127,31294
81128,67820
81129,-55607
81130,76694
81131,95340
81132,-51470
81133,45962
81134,-28930
81135,79050
81136,64309
81137,32631
81138,85776
81139,30354
81140,54187
81141,-44306
81142,-58569
81143,-73780
81144,44281
81145,-10478
81146,-58286
81147,-13093
81148,68416
81149,-71078
81150,28756
81151,45603
81152,-78786
81153,76103
81154,-88967
81155,-86101
81156,-36541
81157,86925
81158,-6755
81159,45347
81160,66436
81161,87613
81162,59792
81163,12781
81164,69045
81165,56147
81166,-79362
81167,-87452
81168,-45071
81169,46728
81170,60847
81171,92656
81172,-73146
81173,51644
81174,95536
81175,1679
81176,6660
81177,-75812
81178,-49392
81179,66787
81180,75312
81181,46729
81182,-19606
81183,56411
81184,82702
81185,69547
81186,26446
81187,-41833
81188,86179
81189,85133
81190,-15356
81191,25045
81192,85834
81193,37095
81194,-63569
81195,89818
81196,84614
81197,60737
81198,-86994
81199,1085
81200,-45913
81201,90734
81202,-21712
81203,-57256
81204,-86940
81205,-36242
81206,8202
81207,-15374
81208,71685
81209,69096
81210,69808
81211,81565
81212,-82889
81213,47463
81214,58914
81215,-76604
81216,33618
81217,-18917
81218,18188
81219,-16265
81220,-3552
81221,88593
81222,-70332
81223,-61120
81224,17062
81225,35751
81226,99407
81227,-18454
81228,-92885
81229,50424
81230,2509
81231,87819
81232,-666
81233,24888
81234,-58852
81235,21288
81236,9124
81237,-32537
81238,79639
81239,50616
81240,-3158
81241,61342
81242,43399
81243,32523
81244,-16701
81245,-5369
81246,-53064
81247,72197
81248,-87166
81249,-1801
81250,-24963
81251,21524
81252,16897
81253,-75521
81254,-63811
81255,-63696
81256,30357
81257,-28561
81258,-56717
81259,-67260
81260,46586
81261,-87105
81262,86329
81263,40357
81264,22173
81265,-84362
81266,-13271
81267,-61677
81268,36350
81269,-85459
81270,-9115
81271,24261
81272,-88719
81273,-39412
81274,-5567
81275,-45628
81276,13968
81277,2715
81278,-73406
81279,-13790
81280,-72249
81281,99639
81282,7027
81283,7475
81284,-37720
81285,-78775
81286,-96275
81287,-13644
81288,94332
81289,-434
81290,-10268
81291,-14338
81292,-24145
81293,-62203
81294,48788
81295,724
81296,95858
81297,8003
81298,-42116
81299,76430
81300,-74799
81301,-22692
81302,-28253
81303,-14839
81304,36240
81305,-50120
81306,-11288
81307,52505
81308,-29231
81309,-54219
81310,49131
81311,68098
81312,-32481
81313,92270
81314,69233
81315,-27589
81316,20689
81317,-24678
81318,-79669
81319,26599
81320,-98606
81321,63303
81322,-17470
81323,41011
81324,-85142
81325,25096
81326,64548
81327,-26815
81328,14801
81329,-43567
81330,-20557
81331,80822
81332,42822
81333,-44496
81334,-73529
81335,-90407
81336,-97531
81337,4431
81338,-22627
81339,-91816
81340,-76299
81341,-17275
81342,-6585
81343,-32567
81344,10444
81345,33779
81346,-54809
81347,-76870
81348,-24175
81349,89273
81350,-90662
81351,-76930
81352,-30797
81353,-95938
81354,-76737
81355,86051
81356,94697
81357,24192
81358,62078
81359,88924
81360,16889
81361,-17514
81362,-50641
81363,69850
81364,-83195
81365,90137
81366,-19508
81367,52014
81368,-4014
81369,-46460
81370,-77297
81371,58051
81372,54073
81373,-59624
81374,-84589
81375,65197
81376,39414
81377,33044
81378,-97057
81379,56779
81380,60981
81381,88383
81382,-77575
81383,-89596
81384,-7144
81385,40687
81386,-59621
81387,89042
81388,-87790
81389,-9737
81390,-74086
81391,37668
81392,13536
81393,-62519
81394,-19258
81395,81050
81396,52602
81397,-68540
81398,72864
81399,-42963
81400,-49453
81401,76743
81402,8205
81403,-21341
81404,-15001
81405,25915
81406,-78250
81407,68454
81408,-55837
81409,-52957
81410,59171
81411,12722
81412,-57230
81413,-71998
81414,-53255
81415,77296
81416,62617
81417,597
81418,-3429
81419,-55873
81420,86813
81421,45957
81422,-32194
81423,38735
81424,-66611
81425,26702
81426,33964
81427,-9602
81428,-5526
81429,-65984
81430,94205
81431,70544
81432,84542
81433,-16622
81434,-44101
81435,14707
81436,38764
81437,-99101
81438,-45128
81439,27716
81440,20154
81441,35487
81442,-25576
81443,87076
81444,-24107
81445,33484
81446,-68541
81447,69212
81448,28119
81449,4441
81450,43557
81451,-54018
81452,31981
81453,91111
81454,43037
81455,-66291
81456,-4373
81457,68023
81458,-60961
81459,-12769
81460,-17655
81461,-95208
81462,16187
81463,64911
81464,19560
81465,14463
81466,18237
81467,72769
81468,40798
81469,84263
81470,-79993
81471,84920
81472,-86994
81473,-98257
81474,-31641
81475,85074
81476,-79336
81477,-12989
81478,28295
81479,61576
81480,88101
81481,-10203
81482,-82402
81483,78396
81484,77281
81485,-69981
81486,-47538
81487,50852
81488,37478
81489,-52169
81490,60894
81491,4448
81492,12724
81493,78934
81494,-74066
81495,-77777
81496,-94882
81497,40298
81498,-44404
81499,34005
81500,-63127
81501,-87269
81502,22640
81503,-55244
81504,5095
81505,-646
81506,-65892
81507,-87210
81508,-4724
81509,-78656
81510,84744
81511,22345
81512,-8668
81513,-2838
81514,21230
81515,91808
81516,89462
81517,-84690
81518,79103
81519,87310
81520,57815
81521,52092
81522,63132
81523,-27315
81524,-25444
81525,-92416
81526,-10394
81527,570
81528,-59115
81529,-58124
81530,-59388
81531,-28085
81532,-6254
81533,-97619
81534,-511
81535,35388
81536,60517
81537,23447
81538,41828
81539,-61448
81540,93382
81541,5142
81542,12788
81543,69054
81544,-44419
81545,-33391
81546,85021
81547,-93818
81548,15109
81549,75395
81550,-90024
81551,-19491
81552,-23813
81553,49215
81554,-18579
81555,-87867
81556,55849
81557,-27442
81558,-67624
81559,33256
81560,-94398
81561,-40055
81562,79367
81563,24092
81564,45833
81565,-34655
81566,-36566
81567,-69512
81568,16554
81569,-23572
81570,71332
81571,58949
81572,-94242
81573,50765
81574,-31751
81575,-87045
81576,74042
81577,57048
81578,34492
81579,-3074
81580,77865
81581,-12606
81582,7070
81583,76889
81584,-69303
81585,-11948
81586,-47875
81587,-7030
81588,71699
81589,-98124
81590,-17498
81591,18097
81592,8030
81593,-8638
81594,29124
81595,-25604
81596,73955
81597,-11313
81598,80195
81599,73601
81600,-54000
81601,4302
81602,-53671
81603,-31312
81604,-57578
81605,-78121
81606,-34705
81607,-16040
81608,54758
81609,-66174
81610,-52172
81611,71312
81612,3597
81613,-27514
81614,-23634
81615,41449
81616,69314
81617,8772
81618,91636
81619,51257
81620,53838
81621,88925
81622,-18628
81623,-10374
81624,23455
81625,-67558
81626,27421
81627,-27158
81628,88104
81629,82187
81630,24657
81631,23176
81632,67413
81633,2153
81634,25526
81635,-66841
81636,75757
81637,56589
81638,49893
81639,55644
81640,-54185
81641,-10588
81642,41782
81643,71258
81644,48188
81645,12011
81646,-77326
81647,-71194
81648,-7489
81649,-32833
81650,-25209
81651,-18295
81652,-38227
81653,-83457
81654,-8871
81655,65198
81656,77175
81657,-65672
81658,45575
81659,53189
81660,-54723
81661,-95710
81662,-2366
81663,-73146
81664,-73857
81665,80127
81666,-91086
81667,22821
81668,-13383
81669,66774
81670,49751
81671,-3537
81672,-59541
81673,-62061
81674,-5492
81675,-42377
81676,-2485
81677,-70763
81678,-35127
81679,82806
81680,99347
81681,-12080
81682,68601
81683,-45725
81684,98615
81685,91253
81686,3729
81687,12910
81688,99045
81689,-52901
81690,-86727
81691,90996
81692,-78462
81693,22189
81694,-49146
81695,45684
81696,-88663
81697,-43488
81698,43180
81699,-92125
81700,-94243
81701,22704
81702,68003
81703,-42961
81704,-6987
81705,-45575
81706,-89750
81707,-55851
81708,37948
81709,-71560
81710,25174
81711,-18910
81712,-28744
81713,69276
81714,-60047
81715,-56691
81716,-76959
81717,98004
81718,-11055
81719,-90431
81720,77302
81721,73383
81722,12351
81723,85807
81724,42625
81725,-27255
81726,-98269
81727,-49270
81728,63083
81729,-29615
81730,45017
81731,54793
81732,99026
81733,5969
81734,43863
81735,55313
81736,-43557
81737,-91131
81738,20442
81739,-76279
81740,-76205
81741,45418
81742,-16985
81743,-59918
81744,-97999
81745,94933
81746,84093
81747,-55389
81748,-63647
81749,23207
81750,-84982
81751,-59216
81752,48889
81753,-76494
81754,66821
81755,62032
81756,-70500
81757,-7107
81758,-95721
81759,-27809
81760,-58150
81761,26874
81762,71435
81763,-84232
81764,31152
81765,-39478
81766,82241
81767,-63409
81768,-64698
81769,-88578
81770,14807
81771,-69611
81772,61504
81773,91932
81774,70792
81775,70671
81776,42476
81777,-3050
81778,80754
81779,16353
81780,4382
81781,-11505
81782,-69736
81783,77954
81784,-29200
81785,-929
81786,-92601
81787,-36916
81788,-10167
81789,42504
81790,80403
81791,-6019
81792,27737
81793,-8886
81794,98272
81795,-25118
81796,-86938
81797,-63868
81798,14952
81799,-63618
81800,3379
81801,-47916
81802,-89316
81803,89603
81804,-13059
81805,-96137
81806,37769
81807,-50077
81808,-57726
81809,-41192
81810,-14834
81811,98666
81812,51196
81813,38243
81814,-12443
81815,-77663
81816,44453
81817,85570
81818,-10717
81819,-99654
81820,81667
81821,-55136
81822,80442
81823,25297
81824,-53248
81825,-89972
81826,-10461
81827,14045
81828,-52541
81829,-87800
81830,96165
81831,-7799
81832,-25353
81833,-60267
81834,-76615
81835,-87040
81836,57325
81837,15466
81838,58016
81839,-49778
81840,-43937
81841,25877
81842,69115
81843,-98878
81844,-58366
81845,89693
81846,71340
81847,-57217
81848,95567
81849,-11225
81850,-78758
81851,91731
81852,-5684
81853,7299
81854,-68157
81855,28181
81856,-81233
81857,38226
81858,95406
81859,89729
81860,-66054
81861,-4438
81862,61879
81863,85055
81864,92802
81865,-37087
81866,-63210
81867,-87745
81868,73317
81869,76736
81870,8000
81871,40167
81872,-14726
81873,-12753
81874,-77893
81875,-9166
81876,-58623
81877,78179
81878,22156
81879,76852
81880,-49074
81881,30093
81882,77532
81883,31430
81884,-13840
81885,40146
81886,73970
81887,82405
81888,-55502
81889,-50321
81890,37328
81891,-35093
81892,43361
81893,-97625
81894,-91278
81895,94913
81896,3690
81897,-90694
81898,59845
81899,14874
81900,-8686
81901,-45747
81902,-51498
81903,44691
81904,-21290
81905,95049
81906,-41540
81907,-80779
81908,-15698
81909,-80813
81910,7756
81911,54992
81912,44302
81913,5040
81914,-87041
81915,-5689
81916,-44837
81917,61665
81918,-74615
81919,4844
81920,78029
81921,-85081
81922,59219
81923,96547
81924,-25386
81925,-85307
81926,-11326
81927,-56147
81928,-92725
81929,-78241
81930,63267
81931,34070
81932,-80280
81933,-32452
81934,23068
81935,71360
81936,66642
81937,50496
81938,83461
81939,39570
81940,34213
81941,64518
81942,-43307
81943,29480
81944,79797
81945,-72243
81946,-76577
81947,91227
81948,54402
81949,68699
81950,7844
81951,-7616
81952,-20937
81953,87556
81954,86675
81955,80420
81956,51938
81957,-87495
81958,-70043
81959,22861
81960,-82908
81961,-50393
81962,88147
81963,-44662
81964,-11414
81965,-4143
81966,11573
81967,9182
81968,-14730
81969,98691
81970,41581
81971,-42385
81972,-26455
81973,-77411
81974,-92210
81975,-40475
81976,4285
81977,83368
81978,81670
81979,95585
81980,-52812
81981,68966
81982,-27899
81983,89230
81984,-98434
81985,22110
81986,-97873
81987,38683
81988,35826
81989,66951
81990,-76967
81991,-98490
81992,-35570
81993,6669
81994,65259
81995,-82595
81996,-20522
81997,-43116
81998,42782
81999,90211
82000,96098
82001,67983
82002,-99468
82003,66931
82004,-55407
82005,-81037
82006,39727
82007,-23348
82008,93487
82009,67147
82010,53889
82011,91000
82012,-10638
82013,41034
82014,-67319
82015,-49460
82016,-70336
82017,-78254
82018,-95059
82019,37131
82020,31303
82021,91267
82022,-91771
82023,56791
82024,46347
82025,55750
82026,-55319
82027,-44827
82028,-11407
82029,-12808
82030,-31722
82031,-50555
82032,-3013
82033,-736
82034,-67750
82035,-55998
82036,83188
82037,-25892
82038,46040
82039,54436
82040,96218
82041,27011
82042,-40879
82043,21721
82044,-54471
82045,-67395
82046,-51294
82047,-97154
82048,90563
82049,-5788
82050,-92328
82051,-94098
82052,90117
82053,24675
82054,75057
82055,40206
82056,21360
82057,-82048
82058,-57032
82059,36259
82060,-87534
82061,-44761
82062,21411
82063,85294
82064,-65084
82065,-14737
82066,-55346
82067,-42107
82068,85481
82069,-47924
82070,-79773
82071,7000
82072,-74212
82073,44488
82074,63842
82075,94211
82076,26770
82077,-37951
82078,-34057
82079,82210
82080,-4476
82081,10589
82082,62302
82083,32918
82084,-80036
82085,-40138
82086,-18303
82087,53135
82088,87623
82089,-74339
82090,-19552
82091,99230
82092,-27863
82093,-10564
82094,-49886
82095,-3719
82096,89227
82097,-17239
82098,-14377
82099,24807
82100,82772
82101,-41723
82102,22524
82103,-24606
82104,-86481
82105,-47299
82106,54277
82107,-10783
82108,-61976
82109,-93253
82110,47868
82111,-68379
82112,-35239
82113,47413
82114,-33479
82115,26458
82116,-91681
82117,-49946
82118,64312
82119,94288
82120,53060
82121,-56417
82122,-80121
82123,-30681
82124,18119
82125,50340
82126,-6006
82127,2343
82128,-88651
82129,72402
82130,20502
82131,-25091
82132,-58330
82133,70429
82134,15548
82135,-69638
82136,-44604
82137,94232
82138,91141
82139,75432
82140,-38418
82141,-20767
82142,-41558
82143,-86397
82144,-6128
82145,78209
82146,-17325
82147,-30624
82148,-93430
82149,-90252
82150,73435
82151,3362
82152,63681
82153,14368
82154,-53805
82155,-74712
82156,36524
82157,96546
82158,-63193
82159,74408
82160,-44150
82161,-70055
82162,35444
82163,32225
82164,80949
82165,81882
82166,36425
82167,-19528
82168,-85384
82169,-85646
82170,-14334
82171,89528
82172,39859
82173,79011
82174,91805
82175,31321
82176,-52055
82177,58705
82178,-4830
82179,-84977
82180,97508
82181,-11594
82182,-83567
82183,57139
82184,-84508
82185,828
82186,-58544
82187,-80349
82188,17180
82189,53679
82190,41653
82191,11276
82192,19516
82193,32818
82194,-24559
82195,21339
82196,6943
82197,-55845
82198,93889
82199,-53441
82200,59867
82201,-95812
82202,-62712
82203,-86991
82204,-60422
82205,-57556
82206,11286
82207,18133
82208,79738
82209,95285
82210,-28174
82211,595
82212,81255
82213,-19225
82214,-89693
82215,92199
82216,-28043
82217,-40822
82218,88975
82219,84435
82220,82706
82221,24687
82222,-61840
82223,57855
82224,-88934
82225,17597
82226,-93468
82227,-97845
82228,-94718
82229,-84185
82230,-2425
82231,-92766
82232,-43372
82233,64122
82234,-55032
82235,33464
82236,-71048
82237,-70448
82238,-52598
82239,-7174
82240,42796
82241,-98965
82242,98884
82243,-13398
82244,-99780
82245,-78049
82246,-32344
82247,47319
82248,65533
82249,-29061
82250,26194
82251,40111
82252,-94589
82253,-70152
82254,-52799
82255,53060
82256,-64545
82257,45034
82258,89600
82259,-99980
82260,-97958
82261,-83445
82262,-18153
82263,-97915
82264,-81734
82265,-24877
82266,83853
82267,-55462
82268,-11129
82269,31852
82270,-3129
82271,-35550
82272,80399
82273,-16543
82274,23050
82275,72223
82276,-51920
82277,3213
82278,-84735
82279,20934
82280,83610
82281,-71331
82282,30020
82283,-86855
82284,72588
82285,-2101
82286,-50576
82287,-80858
82288,-26115
82289,49594
82290,-23034
82291,-70369
82292,6237
82293,30089
82294,-92910
82295,42748
82296,79838
82297,-14644
82298,50207
82299,-16087
82300,-94497
82301,-15005
82302,-74622
82303,37094
82304,-22380
82305,76970
82306,28607
82307,41242
82308,3368
82309,-27568
82310,66810
82311,83073
82312,3519
82313,-81007
82314,-65702
82315,-81738
82316,-39092
82317,80473
82318,-97469
82319,-66641
82320,-91186
82321,58309
82322,-94878
82323,97874
82324,-63806
82325,2566
82326,56599
82327,-63444
82328,83332
82329,35061
82330,-71625
82331,23485
82332,44647
82333,22318
82334,59888
82335,-93760
82336,80314
82337,23794
82338,-66159
82339,-38783
82340,20570
82341,-76366
82342,-99445
82343,2099
82344,-88583
82345,-91065
82346,-25863
82347,22374
82348,669
82349,8478
82350,-80785
82351,-35600
82352,-35245
82353,-34950
82354,-44295
82355,-4322
82356,63616
82357,-48084
82358,30941
82359,-89186
82360,-43113
82361,-87297
82362,-63450
82363,-32480
82364,6035
82365,-51593
82366,64397
82367,-50190
82368,-21590
82369,73584
82370,61332
82371,61399
82372,57291
82373,7061
82374,72897
82375,38623
82376,-53076
82377,-25681
82378,54855
82379,-96633
82380,-9650
82381,-5682
82382,-50191
82383,54996
82384,-65988
82385,-84484
82386,-80346
82387,-77955
82388,54258
82389,79874
82390,-74228
82391,25120
82392,-65784
82393,-11035
82394,68264
82395,-87393
82396,-2524
82397,-31116
82398,93660
82399,18178
82400,69159
82401,-46249
82402,-59461
82403,-96305
82404,23747
82405,-93554
82406,-17401
82407,94812
82408,-85234
82409,-14155
82410,-20294
82411,-68552
82412,76637
82413,-14007
82414,92351
82415,90292
82416,-79233
82417,87107
82418,-40423
82419,-45405
82420,20638
82421,40240
82422,58215
82423,-92954
82424,29433
82425,49562
82426,29962
82427,93498
82428,-96728
82429,-93859
82430,48445
82431,-70691
82432,-471
